timestep,stage_similarity_far,stage_similarity_approaching,stage_similarity_near,stage_similarity_touching,stage_progress,stage_prob_far,stage_prob_approaching,stage_prob_near,stage_prob_touching,bidirectional_raw,bidirectional_ema,bidirectional_norm,bidirectional_visual,distance,gt_raw,gt_norm,episode_progress
0,0.653065025806427,0.652703195810318,0.6440242975950241,0.6394143104553223,0.45921579480171204,0.2786709666252136,0.27666136622428894,0.23257622122764587,0.21209147572517395,0.0008059060573577526,0.00012181994004217674,1.0,0.8059060573577526,0.3041260437516359,-0.0002995364414145607,0.39174791249672825,0.0
1,0.6508160084486008,0.6499214172363281,0.6408285796642303,0.6372369974851608,0.45883711740374566,0.28063252568244934,0.275656133890152,0.2298203557729721,0.2138909548521042,-0.000378677397966376,4.674533934089383e-05,-0.24376953877290286,-0.378677397966376,0.30462519762833046,-0.0004991538766945802,0.3907496047433391,-0.000378677397966376
2,0.650501623749733,0.6490272134542465,0.6415717601776123,0.6384288668632507,0.4637831585109234,0.27832895517349243,0.27024149894714355,0.23280639946460724,0.21862317621707916,0.004946041107177723,0.0007816397045164183,1.0,4.946041107177724,0.3052514868425043,-0.0006262892141738474,0.3894970263149914,0.004567363709211347
3,0.6538768112659454,0.6534584313631058,0.6446868777275085,0.6406948864459991,0.4601895321905613,0.2783946990966797,0.27607491612434387,0.2316533476114273,0.21387706696987152,-0.0035936263203620866,0.00012534980078464256,-0.6816286009277404,-3.5936263203620866,0.3059541291799163,-0.0007026423374120183,0.38809174164016735,0.0009737373888492606
4,0.651281863451004,0.651335820555687,0.6412397176027298,0.6385969370603561,0.460180431753397,0.2781604528427124,0.27846089005470276,0.22754664719104767,0.21583208441734314,-9.100437164288877e-06,0.00010518226509230284,-0.7333043994393844,-0.009100437164288877,0.306698245546781,-0.0007441163668646666,0.386603508906438,0.0009646369516849718
5,0.651534840464592,0.651585653424263,0.6405396312475204,0.6381692737340927,0.4576878497004509,0.28018683195114136,0.2804715633392334,0.2248767912387848,0.21446478366851807,-0.002492582052946113,-0.0002844823826134595,-1.0,-2.492582052946113,0.30746021579442373,-0.0007619702476427404,0.38507956841115254,-0.0015279451012611411
6,0.6530351638793945,0.652855321764946,0.641544446349144,0.639654353260994,0.4573451368510723,0.28119173645973206,0.2801823019981384,0.2234577089548111,0.2151683121919632,-0.00034271284937859026,-0.00029321695262822913,-1.0,-0.34271284937859026,0.30822418698668913,-0.0007639711922654002,0.38355162602662174,-0.0018706579506397314
7,0.6523105204105377,0.6527365446090698,0.6401845812797546,0.63765449821949,0.4533508810400963,0.2825544774532318,0.2849724292755127,0.221706360578537,0.2107667177915573,-0.003994255810976011,-0.0008483727813803964,-1.0,-3.9942558109760107,0.308979607684881,-0.0007554206981918443,0.38204078463023805,-0.005864913761615742
8,0.652527391910553,0.6527133584022522,0.6406333446502686,0.6377180218696594,0.4533896115422249,0.28283175826072693,0.283885657787323,0.22295531630516052,0.21032728254795074,3.8730502128603295e-05,-0.0007153072888540464,-0.8367307076753601,0.038730502128603295,0.309719483508162,-0.0007398758232809999,0.38056103298367605,-0.005826183259487139
9,0.6504534482955933,0.6502978801727295,0.6385472863912582,0.6360117495059967,0.4544652636349201,0.282954603433609,0.2820757329463959,0.22299815714359283,0.21197150647640228,0.0010756520926952229,-0.00044666338162165596,-0.507108806546688,1.0756520926952229,0.31043921025978927,-0.000719726751627292,0.37912157948042147,-0.004750531166791916
