timestep,stage_similarity_far,stage_similarity_approaching,stage_similarity_near,stage_similarity_touching,stage_progress,stage_prob_far,stage_prob_approaching,stage_prob_near,stage_prob_touching,bidirectional_raw,bidirectional_ema,bidirectional_norm,bidirectional_visual,distance,gt_raw,gt_norm,episode_progress
0,0.653065025806427,0.652703195810318,0.6440242975950241,0.6394143104553223,0.45921579480171204,0.2786709666252136,0.27666136622428894,0.23257622122764587,0.21209147572517395,0.0008059060573577526,0.0001208859126419747,1.0,0.8059060573577526,0.3041260437516359,-0.0002995364414145607,0.39174791249672825,0.0
1,0.6508160084486008,0.6499214172363281,0.6408285796642303,0.6372369974851608,0.45883711740374566,0.28063252568244934,0.275656133890152,0.2298203557729721,0.2138909548521042,-0.000378677397966376,4.595141605072208e-05,-0.23975569855184664,-0.378677397966376,0.30462519762833046,-0.0004991538766945802,0.3907496047433391,-0.000378677397966376
2,0.650501623749733,0.6490272134542465,0.6415717601776123,0.6384288668632507,0.4637831585109234,0.27832895517349243,0.27024149894714355,0.23280639946460724,0.21862317621707916,0.004946041107177723,0.0007809648697197722,1.0,4.946041107177724,0.3052514868425043,-0.0006262892141738474,0.3894970263149914,0.004567363709211347
3,0.6538768112659454,0.6534584313631058,0.6446868777275085,0.6406948864459991,0.4601895321905613,0.2783946990966797,0.27607491612434387,0.2316533476114273,0.21387706696987152,-0.0035936263203620866,0.00012477619120749336,-0.6804563379134336,-3.5936263203620866,0.3059541291799163,-0.0007026423374120183,0.38809174164016735,0.0009737373888492606
4,0.651281863451004,0.651335820555687,0.6412397176027298,0.6385969370603561,0.460180431753397,0.2781604528427124,0.27846089005470276,0.22754664719104767,0.21583208441734314,-9.100437164288877e-06,0.00010469469695172602,-0.7318837328105631,-0.009100437164288877,0.306698245546781,-0.0007441163668646666,0.386603508906438,0.0009646369516849718
5,0.6532809287309647,0.6533548682928085,0.6419129967689514,0.6393457651138306,0.45599244222044943,0.2813035249710083,0.2817199230194092,0.22409619390964508,0.21288041770458221,-0.004187989532947578,-0.0005392079375331695,-1.0,-4.187989532947578,0.307801112178328,-0.001102866631547017,0.384397775643344,-0.0032233525812626063
6,0.6522478461265564,0.6520107388496399,0.6403719335794449,0.6383703798055649,0.45586094856262205,0.28236716985702515,0.28103116154670715,0.2226695716381073,0.21393205225467682,-0.0001314936578273862,-0.00047805079557730195,-0.907349792966687,-0.1314936578273862,0.30918373473608585,-0.00138262255775784,0.3816325305278283,-0.0033548462390899925
7,0.6515434086322784,0.6515753120183945,0.640089139342308,0.6375365853309631,0.455773561000824,0.28156477212905884,0.28174474835395813,0.22391745448112488,0.21277309954166412,-8.738756179804685e-05,-0.00041945131051041365,-0.8185743163852174,-0.08738756179804685,0.3107940003957986,-0.0016102656597127285,0.37841199920840285,-0.0034422338008880393
8,0.6528635919094086,0.6515827924013138,0.6412254422903061,0.6382895410060883,0.4552034351229668,0.28455930948257446,0.2773624360561371,0.22546803951263428,0.21261024475097656,-0.0005701258778572083,-0.00044205249561243284,-0.8528140537557339,-0.5701258778572083,0.3125950848255882,-0.0018010844297896011,0.37480983034882365,-0.004012359678745248
9,0.6514227837324142,0.6500744968652725,0.6390325427055359,0.6370138972997665,0.4549096634984017,0.28542599081993103,0.27783203125,0.2227785289287567,0.21396347880363464,-0.00029377162456512007,-0.00041981036495533587,-0.8191182670603859,-0.29377162456512007,0.3145596653443004,-0.0019645805187122334,0.3708806693113992,-0.004306131303310368
10,0.650119811296463,0.6477687358856201,0.6374084651470184,0.6353443711996078,0.45443607330322267,0.28787440061569214,0.27465158700942993,0.22325140237808228,0.21422260999679565,-0.0004735901951790078,-0.00042787733948888667,-0.8313393558288129,-0.4735901951790078,0.31666680055564794,-0.002107135211347533,0.3666663988887041,-0.0047797214984893754
11,0.6479687690734863,0.6466283351182938,0.6350779384374619,0.6336149424314499,0.45455468595027926,0.2859807312488556,0.2784157991409302,0.22098791599273682,0.2146155685186386,0.00011861264705659291,-0.0003459038415070647,-0.7071533439196673,0.11861264705659291,0.31890011693507314,-0.0022333163794251987,0.3621997661298537,-0.0046611088514327825
