timestep,stage_similarity_far,stage_similarity_approaching,stage_similarity_near,stage_similarity_touching,stage_progress,stage_prob_far,stage_prob_approaching,stage_prob_near,stage_prob_touching,bidirectional_raw,bidirectional_ema,bidirectional_norm,bidirectional_visual,distance,gt_raw,gt_norm,episode_progress
0,0.5,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.30441475486877223,-0.000587942518130824,0.39117049026245554,0.0
1,0.5,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.3051256564390279,-0.000710901570255662,0.3897486871219442,0.0
2,0.5,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.3059147691660286,-0.0007891127270007181,0.3881704616679428,0.0
3,0.5,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.30706726408696855,-0.0011524949209399393,0.3858654718260629,0.0
4,0.5,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.30849939375534224,-0.001432129668373694,0.3830012124893155,0.0
5,0.5,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.31015682459764693,-0.0016574308423046857,0.37968635080470614,0.0
6,0.5,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.3120018806672184,-0.0018450560695714713,0.3759962386655632,0.0
7,0.5,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.31400706550822705,-0.002005184841008645,0.3719858689835459,0.0
8,0.5,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.31615161187657376,-0.0021445463683467114,0.3676967762468525,0.0
9,0.5,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.3172333542396387,-0.0010817423630649636,0.36553329152072256,0.0
10,0.5,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.31753053547307825,-0.0002971812334395252,0.3649389290538435,0.0
11,0.5,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.3172738413311936,0.00025669414188467243,0.36545231733761285,0.0
12,0.5,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.316637197876049,0.000636643455144581,0.366725604247902,0.0
13,0.5,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.3157459091477313,0.000891288728317674,0.36850818170453736,0.0
14,0.5,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.31468801967115095,0.0010578894765803648,0.3706239606576981,0.0
15,0.5,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.31352447408513523,0.001163545586015724,0.37295105182972954,0.0
16,0.5,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.3122970995362057,0.0012273745489295163,0.3754058009275886,0.0
17,0.5,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.31170913955267027,0.0005879599835354465,0.37658172089465947,0.0
18,0.5,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.3115205524869557,0.00018858706571456274,0.3769588950260886,0.0
19,0.5,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.3115823914030596,-6.183891610389569e-05,0.3768352171938808,0.0
20,0.5,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.31180009746948534,-0.00021770606642573798,0.3763998050610293,0.0
